TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES"
"3 Vintage pyrex opalware coral band salad dessert plate coral band salad plate milk glass plate replacement plates, Vintage Pyrex Milk Glass","Listing cost is for a set of three (3)  Pyrex white glass plates with coral band

Measures approximately: 8 1/4"" in diameter 

GOOD vintage condition with no chips, cracks, clouding or significant scratching. Edges are smooth to the touch. Glass is free from crazing - coral bands show minimal loss of coloring. Surface of 2 plates appear to have little to no surface scratches from utensils- Only one plates shows a very small scratch in the center of the white . 
NOTE- one plate has some spotting on the coral band ( see photos) 

HEAVY GLASS ~ shipping reflects their weight 

Bottoms marked :
MADE IN THE USA 
PYREX 

Hawaii and Alaska residents please message me PRIOR to purchase to get an accurate shipping amount. Shipping in the listing does not include your area. 

GR69",21.5,USD,1,"Housewares,Pyrex_plates,mid_century_dishes,retro_kitchen_dishes,dinner_salad,plates,vintage_Pyrex,coral_bands,pyrex_plate,Pyrex_Coral_plates,salad_plates,dessert_plates,white_coral,replacements",Glass,https://i.etsystatic.com/7345095/r/il/ac05ba/1191125018/il_fullxfull.1191125018_rvhj.jpg,https://i.etsystatic.com/7345095/r/il/0f4725/1191125022/il_fullxfull.1191125022_70mh.jpg,https://i.etsystatic.com/7345095/r/il/bb15e3/1191125090/il_fullxfull.1191125090_z0rz.jpg,https://i.etsystatic.com/7345095/r/il/b99566/1191125108/il_fullxfull.1191125108_m3vc.jpg,https://i.etsystatic.com/7345095/r/il/1cfcf6/1191125014/il_fullxfull.1191125014_cevo.jpg,,,,,
"Vintage pyrex opalware coral band dinner plate, coral band with gold trim dinner plate, milk glass dinner plate, MCM coral and white dishes","* Plates sold individually------Seven AVAILABLE **

Pyrex white glass plates with coral band and gold trim 

Measures approximately: 10 "" in diameter 

VERY GOOD vintage condition with no chips, cracks, clouding or major scratching. Edges are smooth to the touch. Glass is free from crazing - coral bands show very little loss of coloring and only one plate shows a slight scratch in the coloring . Surface of plates appear to have minimal surface scratches, if any, from utensils- Gold trim shows little to no wear. 

HEAVY GLASS ~ shipping reflects their weight! 

Bottoms marked :
MADE IN THE USA 
PYREX 

GR A",10,USD,7,"Housewares,Pyrex_plates,retro_kitchen_dishes,coral_and_gold,home_decor,coral_band,dinner_salad,gold_trim,collectible_plates,vintage_pyrex,flamingo_pink,milk_glass,dinner_plates,replacements",Glass,https://i.etsystatic.com/7345095/r/il/794842/1033292410/il_fullxfull.1033292410_5nr4.jpg,https://i.etsystatic.com/7345095/r/il/f9e13c/1079831765/il_fullxfull.1079831765_1jtd.jpg,https://i.etsystatic.com/7345095/r/il/b2258e/1079831781/il_fullxfull.1079831781_kw6x.jpg,https://i.etsystatic.com/7345095/r/il/63d04e/1079831637/il_fullxfull.1079831637_o1gf.jpg,https://i.etsystatic.com/7345095/r/il/94a4c8/1079831703/il_fullxfull.1079831703_ee6x.jpg,,,,,
"Vintage Ruby Red flash compote pedestal bowl, vintage cranberry flash candy dish, diamond point / red flash pedestal bowl, vintage glassware","Cute Pedestal Compote Glass with Ruby Red Trim 

Measures approximately 7 "" tall ~ 5  3/4"" in diameter  ~ 4"" base 

Features : 
~ a ruby red flash stain rim - with some minor lost of red coloring - several slight scratches 
~ pedestal base 
~ Diamond point base ~ no rough edges 
~ GREAT vintage condition with no chips or cracks - glass has a great shine ~ gently used - slight scratches can be seen in the red coloring

CIRCA 1950 era ~ manufactured by Indiana Glass
Perfect as a candy dish or serving dish for a fancy dessert!

GR65",15,USD,1,"Housewares,diamond_point,candy_dish,vintage,pedestal_bowl,indiana_glass,Tiffin,ruby,flash,red,cranberry,Kings_Crown,replacements,compote",Glass,https://i.etsystatic.com/7345095/r/il/bed509/1007775372/il_fullxfull.1007775372_3ca8.jpg,https://i.etsystatic.com/7345095/r/il/068a94/1007776122/il_fullxfull.1007776122_jxmq.jpg,https://i.etsystatic.com/7345095/r/il/b7c0cd/1054300905/il_fullxfull.1054300905_6bwt.jpg,https://i.etsystatic.com/7345095/r/il/75ec16/1054302997/il_fullxfull.1054302997_pz6k.jpg,https://i.etsystatic.com/7345095/r/il/1809fe/1007777670/il_fullxfull.1007777670_92vw.jpg,,,,,
"Vintage Buffalo China Restaurant Ware Luncheon Plates Green and White Diner Plates Green Wave plates ironstone plates Art Deco Green Stencil","Listing cost is for TWO plates 
**3 sets available **

Vintage Buffalo china restaurant / railroad china with deco style stencil border in green on white ironstone

MAKER: Buffalo China
Pattern unknown 

Measurements:  8 1/4"" in diameter x 1"" Tall

Backs marked: 
Buffalo China 
USA 
303

VERY GOOD vintage condition - No chips, cracks or scuffing noted.  Some minor surface scratches can be seen upon close inspection.  Edges are smooth to the touch and free from knicking or chipping.  Plates have a nice shine to the glaze .  Pieces are HEAVY !!!!

BS",20.5,USD,3,"Housewares,diner_plates,hotel_china_plate,buffalo_china,green_wave_pattern,green_airbrush_china,restaurantware,restaurant_ware,green_and_white,1950's_dinnerware,restaurant_dishes,luncheon_plates,Art_Deco,Green_stencil",Ceramic,https://i.etsystatic.com/7345095/r/il/63120d/1198016082/il_fullxfull.1198016082_32fe.jpg,https://i.etsystatic.com/7345095/r/il/ec6a27/1245238409/il_fullxfull.1245238409_kkge.jpg,https://i.etsystatic.com/7345095/r/il/a739ea/1198016080/il_fullxfull.1198016080_rykk.jpg,https://i.etsystatic.com/7345095/r/il/63141c/1198015670/il_fullxfull.1198015670_lfgz.jpg,https://i.etsystatic.com/7345095/r/il/063288/1245237971/il_fullxfull.1245237971_mm4w.jpg,,,,,
"2 Vintage Buffalo China Restaurant Ware Divided Plates Green and White Diner Plates Green Wave plates ironstone plate Art Deco Green Stencil","Listing cost is for TWO divided plates ~ 6 sets of 2 available 

Vintage Buffalo china restaurant / railroad china with deco style stencil border in green on white ironstone

MAKER: Buffalo China
Pattern unknown 

Measurements:  9 1/2"" in diameter x  3/4"" Tall

Backs marked: 
Buffalo China 
USA 
312
also stamped on the back is : 330 

VERY GOOD vintage condition - No chips, cracks or scuffing noted.  Some minor surface scratches can be seen upon close inspection.  Edges are smooth to the touch and free from knicking or chipping.  Plates have a nice shine to the glaze .  Pieces are HEAVY !!!!

BS",20,USD,6,"Housewares,diner_plates,hotel_china_plate,buffalo_china,green_wave_pattern,green_airbrush_china,restaurantware,restaurant_ware,green_and_white,Divided_plates,1950's_dinnerware,restaurant_dishes,art_deco,green_stencil",Ceramic,https://i.etsystatic.com/7345095/r/il/e19f73/1198001468/il_fullxfull.1198001468_ckoo.jpg,https://i.etsystatic.com/7345095/r/il/0e4bd0/1198001854/il_fullxfull.1198001854_fzto.jpg,https://i.etsystatic.com/7345095/r/il/715d9b/1198000866/il_fullxfull.1198000866_iyu5.jpg,https://i.etsystatic.com/7345095/r/il/27bc72/1245223175/il_fullxfull.1245223175_tjgs.jpg,https://i.etsystatic.com/7345095/r/il/e9909c/1245224023/il_fullxfull.1245224023_hzjx.jpg,,,,,
"Small Vintage hard case luggage Samsonite Retro tan beige vintage luggage Streamlite Samsonsite hand luggage SHWAYDER BROS Denver Cream tan","Vintage small hard case luggage / suitcase ~ a gorgeous  piece of Samsonite Streamlite luggage ! 

Great tan / beige marbled coloring on the outside with a sage green  interior

VERY GOOD vintage condition - exterior is free from scuffing and scratching - latches are in working condition and show no rusting - nice shine.  Interior is clean with only a few dark spots on the interior spine - it is odor free ..... Sage green interior features an elastic band across the bottom to secure items and the top portion has a layer that hooks to secure items in the compartment. Sadly, this piece does NOT have a key. 
Gold plate is stamped: 

SHWAYDER BROS Denver Co Samsonite ~ fantastic mid century luggage - had to find small size !

Measures approximately :  5"" wide x 10.5 "" tall  and 2 1/2"" deep on the inside 

These would be great to put on display, use as storage/organization, home decor, photo shoots, movie/wedding props or to travel in style. Some people even use them as pet beds.

Shipping does not include Alaska or Hawaii - please contact me for cost to your areas! 

BSBR",75,USD,1,"Bags_And_Purses,hard_case,tourister,travel,suitcase,vintage_luggage,American_Tourister,vintage_retro,marbled_luggage,Samsonite,SHWAYDER_BROS,Denver_Colorado,cream_tan_beige,Streamlite_luggage",,https://i.etsystatic.com/7345095/r/il/30fb16/1401047456/il_fullxfull.1401047456_oqzl.jpg,https://i.etsystatic.com/7345095/r/il/d71b6c/1401042216/il_fullxfull.1401042216_hkvj.jpg,https://i.etsystatic.com/7345095/r/il/5af8ff/1448312837/il_fullxfull.1448312837_eh3h.jpg,https://i.etsystatic.com/7345095/r/il/a4249b/1401042060/il_fullxfull.1401042060_fgjm.jpg,https://i.etsystatic.com/7345095/r/il/bd621c/1401042550/il_fullxfull.1401042550_3dhg.jpg,https://i.etsystatic.com/7345095/r/il/a01666/1448316295/il_fullxfull.1448316295_l850.jpg,https://i.etsystatic.com/7345095/r/il/800f31/1448313463/il_fullxfull.1448313463_f9u0.jpg,https://i.etsystatic.com/7345095/r/il/008c26/1401043200/il_fullxfull.1401043200_avrs.jpg,https://i.etsystatic.com/7345095/r/il/64144f/1448313945/il_fullxfull.1448313945_3xrt.jpg,https://i.etsystatic.com/7345095/r/il/3cfcef/1448314407/il_fullxfull.1448314407_fvbx.jpg
"Milk glass flower vases vintage White glass vases white glass floral bud vases vintage wedding shower table decorations, chic table decor","Cute SET of FOUR  vintage White milk glass vases ~ perfect for spring decorating 

Small vases  measure approximately 6"" tall with a 2 3/4"" base 
Inside opening of the vase is smaller than most - I can fit my index finger into it. You wouldn't be able to put a lot of stems into this vase, used mainly for a single stem flower. 

Larger vases measure approximately 9"" tall with 3 "" base 

GREAT vintage condition with no chips, repairs , discoloration or cracks and no scratching! 
Glass has a nice shine to it!  Some of the Insides of the vases are not squeaky clean

Bottoms of the small vases are marked : RANDALL 
Tall vases are not marked 

Great for spring decorating or wedding decorations ~ Just add a colorful ribbon ! 

BSCB",19.5,USD,1,"Housewares,Vase,milk_glass,white_glass,wedding_table,milk_glass_vase,white_glass_vase,wedding_centerpiece,floral_flower,vase,vintage_glass,teamvintageusa,shower_wedding,chic_decor,table_decor",,https://i.etsystatic.com/7345095/r/il/6e66bd/1237734951/il_fullxfull.1237734951_r654.jpg,https://i.etsystatic.com/7345095/r/il/267284/1190513544/il_fullxfull.1190513544_dcjd.jpg,https://i.etsystatic.com/7345095/r/il/3b32dd/1190513602/il_fullxfull.1190513602_f0g2.jpg,https://i.etsystatic.com/7345095/r/il/4aff6d/1237731731/il_fullxfull.1237731731_5wlf.jpg,https://i.etsystatic.com/7345095/r/il/96c1a3/1237731639/il_fullxfull.1237731639_h4ti.jpg,,,,,
"Medium vintage 70s hand crocheted afghan blanket Rippled Chevron Burgundy, Pink Retro sofa throw / blanket Mid Century Lodge decor","Beautifully crafted Medium vintage 70s hand crocheted afghan / blanket with a stripped chevron / zig zag pattern ! 

Gorgeous colors, three shades of pink, and Burgundy !

Measures approximately ~ 44 "" long x 60"" wide - material is stretchy !  These measurements are when the blanket is not pulled tight. 

Made of an easy care type of yarn but I'm not sure of the fiber content - I am guessing it is a polyester/cotton/rayon mix as there is some stretch to the yarn. 

VERY GOOD preowned condition- no stains, tears or damage !  Slight piling of the yarn noted. Edges are damage free - no holes ! 

This piece has been laundered and air dried and is odor free! 

BSBR",35,USD,1,"Housewares,Bedroom,Bedding,Mid_Century,Lodge_decor,handmade,chevron,crocheted,afghan_blanket_throw,Mid_Century_decor,sofa_blanket,blanket,Grandma's_house,zig_zag,1960s_1970s,pink_burgundy","Cotton,Polyester",https://i.etsystatic.com/7345095/r/il/0c83a7/1555436807/il_fullxfull.1555436807_2ric.jpg,https://i.etsystatic.com/7345095/r/il/71d307/1555433901/il_fullxfull.1555433901_46nr.jpg,https://i.etsystatic.com/7345095/r/il/fcbf62/1555433815/il_fullxfull.1555433815_29l7.jpg,https://i.etsystatic.com/7345095/r/il/3dba62/1555434051/il_fullxfull.1555434051_6nge.jpg,https://i.etsystatic.com/7345095/r/il/4915dd/1507975170/il_fullxfull.1507975170_ipui.jpg,https://i.etsystatic.com/7345095/r/il/cfba37/1507975350/il_fullxfull.1507975350_mp8m.jpg,https://i.etsystatic.com/7345095/r/il/7a34d6/1507975064/il_fullxfull.1507975064_n90e.jpg,https://i.etsystatic.com/7345095/r/il/cb4539/1507977296/il_fullxfull.1507977296_nm7c.jpg,https://i.etsystatic.com/7345095/r/il/ce1ccb/1555437511/il_fullxfull.1555437511_btld.jpg,https://i.etsystatic.com/7345095/r/il/bf1bd0/1507977082/il_fullxfull.1507977082_m6ud.jpg
"2 brown water glasses mid century ice tea glasses vintage brown cocktail glasses Vintage tall bar cart glasses, modern danish replacements","Listing cost is for TWO brown tumblers 

vintage tumblers made of heavy brown glass - weighted bottoms, gorgeous sable brown coloring  - unique shape ! 
Photos show the glasses in direct light and shaded lighting ( still natural lighting) . 

Each glass measures approximately 6 1/8"" tall and holds 14 ounces ( when filled to the rim) 

GREAT vintage condition - no chips, cracks or knicks in the rim.  As with any gently used vintage item, there maybe slight surface scratches that can be seen if glasses are held to direct light ( although I can't see any)  

Marking on bottoms of glasses appear to be a fern leaf type imprint - early anchor hocking 
 
Nice addition to a retro bar :)

* NOTE - Alaska and Hawaii residents please contact me PRIOR to purchase to get an accurate shipping amount to your area - shipping quoted in the listing does not include your area .

GR 16 verified",15.5,USD,2,"Housewares,vintage_glassware,vintage,ice_tea_glasses,retro_bar_glasses,bar_cart_glasses,cocktail_glasses,tall_brown_glasses,trivium,anchor_hocking,MCM_glassware,replacements,glasses_tumblers,brown",Glass,https://i.etsystatic.com/7345095/r/il/7e10bf/1406643646/il_fullxfull.1406643646_fqko.jpg,https://i.etsystatic.com/7345095/r/il/d5fb39/1406643430/il_fullxfull.1406643430_6crn.jpg,https://i.etsystatic.com/7345095/r/il/624c81/1453918721/il_fullxfull.1453918721_szzi.jpg,https://i.etsystatic.com/7345095/r/il/ad792b/659360900/il_fullxfull.659360900_spad.jpg,https://i.etsystatic.com/7345095/r/il/75ecc6/1406645620/il_fullxfull.1406645620_s1d8.jpg,https://i.etsystatic.com/7345095/r/il/cca789/1406645736/il_fullxfull.1406645736_plp8.jpg,https://i.etsystatic.com/7345095/r/il/fa3e05/1453920853/il_fullxfull.1453920853_f3pb.jpg,,,
"Vintage advertising sign Lewis Powdered Lye wooden box advertisement Rustic primitive antique wooden sign Red and Black Soap Rustic kitchen","Lewis Powdered Lye Advertising Wooden wall hanging 

I believe this was once the end of a wooden box that has been cut to make a wall hanging or plaque. 

Measures: 11 1/2"" long  x 7 3/4"" wide x  3/4"" thick

Paper covering shows wear and tears from years of use - see photos. 
No hooks are attached to the back ~ this can be easily done by its new owner should you choose! 

Nice piece for laundry room display or to up cycle into a new project for your rustic decor !

GR28",30,USD,1,"Vintage,Collectibles,Lewis_Lye,wooden_box,advertising,wooden_sign,Rustic,Primitive,Antique,Advertisement,red_and_black,Lewis_Powdered_Lye,Vintage_wooden_signs,1920s_1930s_1940s,Laundry_room",,https://i.etsystatic.com/7345095/r/il/12dd55/1756223892/il_fullxfull.1756223892_7rey.jpg,https://i.etsystatic.com/7345095/r/il/905635/1751568116/il_fullxfull.1751568116_bkzh.jpg,https://i.etsystatic.com/7345095/r/il/101669/1751568192/il_fullxfull.1751568192_8dha.jpg,https://i.etsystatic.com/7345095/r/il/d2abf1/1799023419/il_fullxfull.1799023419_ib1d.jpg,https://i.etsystatic.com/7345095/r/il/b8e98e/1799023451/il_fullxfull.1799023451_s4fd.jpg,https://i.etsystatic.com/7345095/r/il/8dcaaf/1799023605/il_fullxfull.1799023605_749k.jpg,https://i.etsystatic.com/7345095/r/il/2a2fb8/1799023361/il_fullxfull.1799023361_brbi.jpg,https://i.etsystatic.com/7345095/r/il/d3502a/1799023639/il_fullxfull.1799023639_bm27.jpg,https://i.etsystatic.com/7345095/r/il/3904ee/1751568602/il_fullxfull.1751568602_6nmz.jpg,https://i.etsystatic.com/7345095/r/il/9a620f/1751568650/il_fullxfull.1751568650_4yum.jpg
